dataset_name,oracle_param_oracle_name,oracle_param_number_of_epochs_for_training_feature_extractor,oracle_param_number_of_hidden_layers_for_classifier,oracle_param_number_of_neurons_in_layer_for_classifier,oracle_param_number_of_epochs_for_training_classifier,wtst_param_number_of_accepted_failed_attempts,wtst_param_epoch_unit,gan_param_number_of_generated_samples_perclass,maj_class_count,min_maj_rate,maj_f1,min_f1,stopping_epoch,fold
iscx_spam,mfid,200,-1,-1,-1,15,100,500,100,0.4,1,1,700,4
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,100,0.4,1,1,1500,4
iscx_spam,cas,-1,2,20,20,15,100,500,100,0.4,1,1,3100,5
iscx_spam,fcn,-1,2,100,100,15,100,500,100,0.4,0.975609756,0.933333333,800,5
iscx_spam,mis,-1,2,100,100,15,100,500,100,0.4,1,1,1100,5
iscx_spam,mfid,200,-1,-1,-1,15,100,500,100,0.4,0.975609756,0.933333333,1500,5
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,100,0.4,0.975609756,0.933333333,1500,5
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.1,0.975,0.75,1100,1
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.1,0.975609756,0.666666667,1700,1
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.1,0.975609756,0.666666667,1000,1
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.1,0.987654321,0.857142857,300,1
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.1,0.975609756,0.666666667,1500,1
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.1,0.962962963,0.571428571,800,2
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.1,0.975609756,0.666666667,900,2
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.1,0.975,0.75,1900,2
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.1,0.951219512,0.333333333,200,2
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.1,0.962962963,0.571428571,1500,2
iscx_spam,cas,-1,2,20,20,15,100,500,200,0.1,0.975609756,0.666666667,1900,3
iscx_spam,fcn,-1,2,100,100,15,100,500,200,0.1,0.952380952,0,2300,3
iscx_spam,mis,-1,2,100,100,15,100,500,200,0.1,0.963855422,0.4,2200,3
iscx_spam,mfid,200,-1,-1,-1,15,100,500,200,0.1,0.952380952,0,200,3
iscx_spam,fixed,-1,-1,-1,-1,15,100,500,200,0.1,0.952380952,0,1500,3
