dataset_name,oracle_param_oracle_name,oracle_param_number_of_epochs_for_training_feature_extractor,oracle_param_number_of_hidden_layers_for_classifier,oracle_param_number_of_neurons_in_layer_for_classifier,oracle_param_number_of_epochs_for_training_classifier,wtst_param_number_of_accepted_failed_attempts,wtst_param_epoch_unit,gan_param_number_of_generated_samples_perclass,maj_class_count,min_maj_rate,maj_f1,min_f1,stopping_epoch,fold
tor,mis,-1,2,100,100,15,100,500,500,0.4,0.934010152,0.843373494,1400,3
tor,mfid,200,-1,-1,-1,15,100,500,500,0.4,0.95,0.875,1100,3
tor,fixed,-1,-1,-1,-1,15,100,500,500,0.4,0.917525773,0.813953488,1500,3
tor,cas,-1,2,20,20,15,100,500,500,0.4,0.958762887,0.906976744,600,4
tor,fcn,-1,2,100,100,15,100,500,500,0.4,0.944723618,0.864197531,2500,4
tor,mis,-1,2,100,100,15,100,500,500,0.4,0.936585366,0.826666667,700,4
tor,mfid,200,-1,-1,-1,15,100,500,500,0.4,0.818181818,0.692307692,800,4
tor,fixed,-1,-1,-1,-1,15,100,500,500,0.4,0.944162437,0.86746988,1500,4
tor,cas,-1,2,20,20,15,100,500,500,0.4,0.757763975,0.672268908,400,5
tor,fcn,-1,2,100,100,15,100,500,500,0.4,0.911917098,0.804597701,3000,5
tor,mis,-1,2,100,100,15,100,500,500,0.4,0.917525773,0.813953488,1100,5
tor,mfid,200,-1,-1,-1,15,100,500,500,0.4,0.917525773,0.813953488,1000,5
tor,fixed,-1,-1,-1,-1,15,100,500,500,0.4,0.90052356,0.786516854,1500,5
tor,cas,-1,2,20,20,15,100,500,1000,0.1,0.956298201,0.666666667,3000,1
tor,fcn,-1,2,100,100,15,100,500,1000,0.1,0.964285714,0.708333333,1900,1
tor,mis,-1,2,100,100,15,100,500,1000,0.1,0.958974359,0.68,1600,1
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.1,0.751552795,0.322033898,500,1
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.1,0.961832061,0.680851064,1500,1
tor,cas,-1,2,20,20,15,100,500,1000,0.1,0.945454545,0.618181818,400,2
tor,fcn,-1,2,100,100,15,100,500,1000,0.1,0.945169713,0.631578947,1200,2
tor,mis,-1,2,100,100,15,100,500,1000,0.1,0.950904393,0.641509434,1200,2
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.1,0.790419162,0.339622642,700,2
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.1,0.928381963,0.571428571,1500,2
tor,cas,-1,2,20,20,15,100,500,1000,0.1,0.964824121,0.666666667,600,3
tor,fcn,-1,2,100,100,15,100,500,1000,0.1,0.967088608,0.711111111,1000,3
tor,mis,-1,2,100,100,15,100,500,1000,0.1,0.959390863,0.652173913,600,3
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.1,0.814159292,0.376237624,400,3
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.1,0.959183673,0.666666667,1500,3
tor,cas,-1,2,20,20,15,100,500,1000,0.1,0.961832061,0.680851064,500,4
tor,fcn,-1,2,100,100,15,100,500,1000,0.1,0.964467005,0.695652174,3700,4
tor,mis,-1,2,100,100,15,100,500,1000,0.1,0.967088608,0.711111111,3500,4
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.1,0.845938375,0.337349398,300,4
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.1,0.96692112,0.723404255,1500,4
tor,cas,-1,2,20,20,15,100,500,1000,0.1,0.956743003,0.638297872,500,5
tor,fcn,-1,2,100,100,15,100,500,1000,0.1,0.966751918,0.734693878,1600,5
tor,mis,-1,2,100,100,15,100,500,1000,0.1,0.964646465,0.681818182,900,5
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.1,0.959183673,0.666666667,1700,5
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.1,0.96692112,0.723404255,1500,5
tor,cas,-1,2,20,20,15,100,500,1000,0.2,0.964467005,0.837209302,900,1
tor,fcn,-1,2,100,100,15,100,500,1000,0.2,0.964467005,0.837209302,3700,1
tor,mis,-1,2,100,100,15,100,500,1000,0.2,0.964102564,0.844444444,1300,1
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.2,0.95959596,0.80952381,2000,1
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.2,0.956521739,0.808988764,1500,1
tor,cas,-1,2,20,20,15,100,500,1000,0.2,0.928205128,0.688888889,1100,2
tor,fcn,-1,2,100,100,15,100,500,1000,0.2,0.954545455,0.785714286,5100,2
tor,mis,-1,2,100,100,15,100,500,1000,0.2,0.94629156,0.764044944,1700,2
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.2,0.925925926,0.725490196,600,2
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.2,0.948717949,0.777777778,1500,2
tor,cas,-1,2,20,20,15,100,500,1000,0.2,0.941176471,0.741573034,400,3
tor,fcn,-1,2,100,100,15,100,500,1000,0.2,0.933333333,0.711111111,400,3
tor,mis,-1,2,100,100,15,100,500,1000,0.2,0.933333333,0.711111111,800,3
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.2,0.936061381,0.719101124,1500,3
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.2,0.932989691,0.717391304,1500,3
tor,cas,-1,2,20,20,15,100,500,1000,0.2,0.932642487,0.723404255,1400,4
tor,fcn,-1,2,100,100,15,100,500,1000,0.2,0.932642487,0.723404255,5200,4
tor,mis,-1,2,100,100,15,100,500,1000,0.2,0.939698492,0.707317073,200,4
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.2,0.932291667,0.729166667,1600,4
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.2,0.923884514,0.707070707,1500,4
tor,cas,-1,2,20,20,15,100,500,1000,0.2,0.928571429,0.681818182,800,5
tor,fcn,-1,2,100,100,15,100,500,1000,0.2,0.929648241,0.658536585,1800,5
tor,mis,-1,2,100,100,15,100,500,1000,0.2,0.914438503,0.698113208,1500,5
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.2,0.795180723,0.540540541,700,5
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.2,0.899728997,0.666666667,1500,5
tor,cas,-1,2,20,20,15,100,500,1000,0.3,0.924242424,0.758064516,800,1
tor,fcn,-1,2,100,100,15,100,500,1000,0.3,0.931989924,0.780487805,6200,1
tor,mis,-1,2,100,100,15,100,500,1000,0.3,0.934673367,0.786885246,1100,1
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.3,0.927835052,0.787878788,1700,1
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.3,0.925449871,0.778625954,1500,1
tor,cas,-1,2,20,20,15,100,500,1000,0.3,0.940568475,0.827067669,1100,2
tor,fcn,-1,2,100,100,15,100,500,1000,0.3,0.935400517,0.812030075,2600,2
tor,mis,-1,2,100,100,15,100,500,1000,0.3,0.931937173,0.811594203,1500,2
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.3,0.929133858,0.805755396,1000,2
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.3,0.943298969,0.833333333,1500,2
tor,cas,-1,2,20,20,15,100,500,1000,0.3,0.939086294,0.80952381,700,3
tor,fcn,-1,2,100,100,15,100,500,1000,0.3,0.934343434,0.790322581,3900,3
tor,mis,-1,2,100,100,15,100,500,1000,0.3,0.899742931,0.702290076,100,3
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.3,0.93877551,0.8125,1300,3
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.3,0.941475827,0.818897638,1500,3
tor,cas,-1,2,20,20,15,100,500,1000,0.3,0.943877551,0.828125,1400,4
tor,fcn,-1,2,100,100,15,100,500,1000,0.3,0.934010152,0.793650794,4700,4
tor,mis,-1,2,100,100,15,100,500,1000,0.3,0.936708861,0.8,2500,4
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.3,0.927083333,0.794117647,1200,4
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.3,0.933333333,0.8,1500,4
tor,cas,-1,2,20,20,15,100,500,1000,0.3,0.936386768,0.803149606,1400,5
tor,fcn,-1,2,100,100,15,100,500,1000,0.3,0.922279793,0.776119403,1000,5
tor,mis,-1,2,100,100,15,100,500,1000,0.3,0.922279793,0.776119403,600,5
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.3,0.924675325,0.785185185,1200,5
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.3,0.925064599,0.781954887,1500,5
tor,cas,-1,2,20,20,15,100,500,1000,0.4,0.926208651,0.826347305,1400,1
tor,fcn,-1,2,100,100,15,100,500,1000,0.4,0.921119593,0.814371257,2400,1
tor,mis,-1,2,100,100,15,100,500,1000,0.4,0.92893401,0.831325301,2600,1
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.4,0.923857868,0.819277108,1000,1
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.4,0.930232558,0.843930636,1500,1
tor,cas,-1,2,20,20,15,100,500,1000,0.4,0.933333333,0.847058824,1200,2
tor,fcn,-1,2,100,100,15,100,500,1000,0.4,0.928571429,0.833333333,2500,2
tor,mis,-1,2,100,100,15,100,500,1000,0.4,0.919480519,0.822857143,1100,2
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.4,0.919060052,0.824858757,1600,2
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.4,0.920308483,0.81871345,1500,2
tor,cas,-1,2,20,20,15,100,500,1000,0.4,0.900497512,0.746835443,2900,3
tor,fcn,-1,2,100,100,15,100,500,1000,0.4,0.905,0.7625,2800,3
tor,mis,-1,2,100,100,15,100,500,1000,0.4,0.903061224,0.773809524,2000,3
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.4,0.900763359,0.766467066,800,3
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.4,0.901763224,0.760736196,1500,3
tor,cas,-1,2,20,20,15,100,500,1000,0.4,0.920308483,0.81871345,500,4
tor,fcn,-1,2,100,100,15,100,500,1000,0.4,0.916455696,0.8,2100,4
tor,mis,-1,2,100,100,15,100,500,1000,0.4,0.923884514,0.837988827,1300,4
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.4,0.923469388,0.821428571,900,4
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.4,0.928205128,0.835294118,1500,4
tor,cas,-1,2,20,20,15,100,500,1000,0.4,0.914572864,0.790123457,2400,5
tor,fcn,-1,2,100,100,15,100,500,1000,0.4,0.936061381,0.852071006,1100,5
tor,mis,-1,2,100,100,15,100,500,1000,0.4,0.911392405,0.787878788,1200,5
tor,mfid,200,-1,-1,-1,15,100,500,1000,0.4,0.920634921,0.835164835,500,5
tor,fixed,-1,-1,-1,-1,15,100,500,1000,0.4,0.920308483,0.81871345,1500,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.1,0.952380952,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.1,0.952380952,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.1,0.952380952,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.1,0.952380952,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.1,0.952380952,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.2,0.909090909,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.2,0.909090909,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.2,0.909090909,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.2,0.909090909,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.2,0.909090909,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.3,0.844444444,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.3,0.863636364,0.25,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.3,0.869565217,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.3,0.869565217,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.3,0.869565217,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.4,0.833333333,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.4,0.85106383,0.222222222,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.4,0.9,0.75,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.4,0.833333333,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,100,0.4,0.930232558,0.769230769,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.1,0.952380952,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.1,0.962962963,0.571428571,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.1,0.939759036,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.1,0.952380952,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.1,0.952380952,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.2,0.909090909,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.2,0.909090909,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.2,0.906976744,0.2,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.2,0.909090909,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.2,0.909090909,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.3,0.869565217,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.3,0.869565217,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.3,0.844444444,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.3,0.879120879,0.153846154,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.3,0.831460674,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.4,0.842105263,0.117647059,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.4,0.833333333,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.4,0.963855422,0.896551724,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.4,0.822222222,0.272727273,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,200,0.4,0.833333333,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.1,0.947368421,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.1,0.952380952,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.1,0.952380952,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.1,0.952380952,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.1,0.952380952,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.2,0.894009217,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.2,0.909090909,0,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.2,0.893023256,0.08,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.2,0.911627907,0.24,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.2,0.897196262,0.153846154,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.3,0.950980392,0.821428571,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.3,0.927835052,0.787878788,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.3,0.925373134,0.745762712,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.3,0.956097561,0.836363636,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.3,0.936585366,0.763636364,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.4,0.835555556,0.327272727,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.4,0.92,0.8,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.4,0.932038835,0.810810811,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.4,0.94,0.85,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,500,0.4,0.94,0.85,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.1,0.952380952,0,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.1,0.967254408,0.697674419,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.1,0.942307692,0,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.1,0.972972973,0.666666667,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.1,0.952380952,0,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.2,0.962406015,0.814814815,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.2,0.948402948,0.712328767,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.2,0.931989924,0.674698795,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.2,0.906605923,0,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.2,0.939467312,0.626865672,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.3,0.931034483,0.754385965,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.3,0.935732648,0.809160305,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.3,0.93765586,0.789915966,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.3,0.934673367,0.786885246,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.3,0.925831202,0.775193798,-1,5
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.4,0.921518987,0.812121212,-1,1
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.4,0.923469388,0.821428571,-1,2
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.4,0.899497487,0.75308642,-1,3
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.4,0.918781726,0.807228916,-1,4
tor,no_oversampling,-1,-1,-1,-1,-1,-1,-1,1000,0.4,0.93765586,0.842767296,-1,5
